Age,NumberOfPersonVisiting,PreferredPropertyStar,NumberOfTrips,NumberOfChildrenVisiting,MonthlyIncome,PitchSatisfactionScore,NumberOfFollowups,DurationOfPitch,TypeofContact,CityTier,Occupation,Gender,MaritalStatus,Passport,OwnCar,Designation,ProdTaken
33,4,3,2,1,22703,3,4,36,Company Invited,1,Small Business,Female,Unmarried,0,1,Executive,0
36,2,3,2,0,25096,4,3,14,Self Enquiry,1,Large Business,Female,Married,0,1,Senior Manager,0
38,3,5,2,2,21460,3,4,17,Self Enquiry,1,Salaried,Female,Married,1,1,Executive,0
41,4,3,6,2,29000,3,4,27,Self Enquiry,1,Large Business,Male,Divorced,0,1,Senior Manager,0
37,2,4,2,0,22642,5,3,25,Company Invited,3,Small Business,Male,Unmarried,1,0,Senior Manager,0
27,3,3,3,1,21055,5,4,28,Self Enquiry,1,Small Business,Male,Married,0,1,Executive,1
38,3,3,3,2,24671,5,5,7,Self Enquiry,1,Salaried,Male,Married,0,1,Manager,0
32,4,4,2,3,22157,3,5,36,Company Invited,1,Small Business,Male,Unmarried,0,1,Executive,1
40,3,3,3,0,17345,1,3,8,Self Enquiry,1,Small Business,Male,Married,0,0,Executive,0
52,4,3,5,1,20753,3,4,16,Self Enquiry,1,Salaried,Male,Divorced,0,1,Executive,0
35,3,3,2,1,26434,1,4,10,Company Invited,1,Salaried,Male,Unmarried,0,1,Manager,0
33,3,4,1,0,21146,1,3,28,Company Invited,3,Small Business,Male,Married,0,0,Manager,0
47,3,4,8,1,24240,4,4,20,Self Enquiry,1,Salaried,Male,Unmarried,0,1,Manager,0
43,4,5,2,3,24950,2,2,9,Company Invited,2,Small Business,Male,Divorced,0,0,Manager,0
54,4,3,8,2,32953,5,4,30,Self Enquiry,1,Salaried,Female,Single,0,1,AVP,0
37,3,4,2,1,24352,3,4,31,Company Invited,1,Salaried,Female,Divorced,0,0,Manager,0
31,3,3,2,2,25255,1,4,19,Self Enquiry,3,Large Business,Fe Male,Unmarried,0,1,Manager,0
36,3,3,2,2,20673,1,4,16,Self Enquiry,3,Large Business,Female,Married,1,1,Manager,0
45,3,5,2,2,33061,4,4,7,Self Enquiry,3,Salaried,Male,Married,0,1,Manager,1
35,3,3,2,2,22415,2,4,10,Self Enquiry,2,Salaried,Male,Divorced,0,1,Executive,0
46,3,3,6,1,28058,5,4,36,Self Enquiry,1,Large Business,Male,Divorced,1,1,Senior Manager,0
36,2,3,1,0,23858,2,4,18,Self Enquiry,1,Small Business,Fe Male,Unmarried,0,1,Senior Manager,0
27,2,3,2,1,24981,1,3,26,Company Invited,3,Salaried,Fe Male,Unmarried,0,1,Manager,0
36,3,3,3,2,23646,5,4,18,Company Invited,3,Small Business,Male,Married,0,1,Manager,0
29,4,5,3,2,21874,3,5,26,Self Enquiry,1,Small Business,Male,Married,0,1,Executive,0
31,4,4,2,3,22257,4,4,8,Self Enquiry,1,Small Business,Male,Married,1,1,Executive,0
42,3,5,4,1,21750,2,4,26,Self Enquiry,1,Salaried,Male,Married,0,1,Manager,0
41,3,4,3,2,24283,1,4,33,Company Invited,1,Small Business,Female,Married,0,0,Manager,0
40,3,3,5,1,25322,3,3,26,Self Enquiry,1,Large Business,Male,Married,0,1,Senior Manager,0
31,3,5,4,2,23373,3,4,16,Company Invited,1,Small Business,Male,Unmarried,1,0,Executive,1
28,2,3,2,0,17713,2,3,27,Self Enquiry,1,Small Business,Male,Divorced,0,0,Executive,0
45,3,3,6,2,24421,5,4,7,Company Invited,2,Salaried,Male,Married,1,1,Manager,0
58,2,3,1,1,28872,3,3,16,Self Enquiry,3,Small Business,Male,Single,0,1,AVP,0
42,4,5,4,3,20916,2,4,16,Self Enquiry,1,Salaried,Male,Divorced,0,0,Executive,0
45,3,4,3,2,33824,5,5,8,Self Enquiry,3,Small Business,Female,Single,1,0,VP,1
36,3,3,2,1,17153,3,3,24,Company Invited,1,Small Business,Female,Single,0,0,Executive,0
29,3,3,3,1,25512,1,5,7,Company Invited,3,Salaried,Male,Married,1,0,Manager,0
27,2,5,2,0,17235,4,3,20,Self Enquiry,1,Salaried,Male,Married,1,1,Executive,0
61,3,3,2,1,23898,5,2,14,Self Enquiry,3,Small Business,Male,Married,1,0,Manager,0
43,4,3,5,1,23765,1,4,19,Self Enquiry,3,Small Business,Male,Married,1,0,Manager,0
44,3,3,6,1,20767,4,2,14,Company Invited,1,Small Business,Male,Married,0,1,Executive,0
37,3,3,3,0,28603,3,3,6,Company Invited,1,Small Business,Female,Married,1,0,Senior Manager,0
54,2,3,4,0,32779,5,3,9,Self Enquiry,1,Salaried,Male,Married,0,0,AVP,0
51,2,4,6,1,27490,3,4,14,Self Enquiry,1,Salaried,Male,Married,0,1,Senior Manager,0
48,4,3,3,1,23745,2,2,23,Company Invited,1,Small Business,Male,Married,1,0,Manager,0
46,4,3,3,3,24271,3,5,16,Company Invited,3,Salaried,Female,Married,0,1,Manager,0
52,3,3,4,1,29328,1,6,15,Company Invited,1,Salaried,Male,Single,0,1,Senior Manager,1
32,4,3,3,3,24154,1,4,12,Self Enquiry,3,Salaried,Female,Married,0,0,Manager,0
52,3,5,4,2,20577,4,3,12,Self Enquiry,1,Large Business,Male,Married,1,1,Manager,0
40,2,5,1,1,17387,1,1,24,Self Enquiry,2,Salaried,Male,Married,0,1,Executive,1
34,2,3,1,1,17351,4,5,12,Company Invited,3,Small Business,Female,Married,0,1,Executive,1
32,3,5,2,1,21634,1,2,25,Self Enquiry,2,Salaried,Male,Married,0,1,Executive,1
53,3,3,4,2,22160,1,4,127,Company Invited,3,Salaried,Male,Married,0,1,Executive,0
23,4,3,2,1,21451,2,4,13,Self Enquiry,1,Small Business,Male,Divorced,0,1,Executive,0
45,2,3,1,1,21632,5,5,8,Self Enquiry,3,Large Business,Male,Unmarried,0,1,Manager,0
37,2,3,2,1,28744,1,1,16,Self Enquiry,1,Salaried,Female,Married,1,0,Senior Manager,0
27,3,3,3,2,24150,3,2,9,Self Enquiry,1,Small Business,Male,Married,0,1,Manager,0
31,3,3,3,2,20884,4,5,16,Self Enquiry,1,Small Business,Male,Single,0,1,Executive,0
29,3,3,3,2,21384,4,4,7,Company Invited,2,Salaried,Male,Married,0,0,Executive,0
44,4,3,8,1,28909,3,4,9,Company Invited,1,Salaried,Male,Married,1,0,Executive,1
32,3,3,3,1,22875,5,4,27,Self Enquiry,1,Salaried,Male,Married,0,0,Manager,0
34,2,3,5,1,26403,5,4,13,Company Invited,1,Salaried,Male,Married,0,1,Manager,0
30,3,3,4,1,25609,1,4,27,Self Enquiry,3,Small Business,Male,Married,0,1,Manager,0
52,3,3,2,0,34068,1,4,8,Company Invited,3,Salaried,Male,Single,1,1,VP,0
34,3,3,1,0,21538,2,3,10,Company Invited,3,Small Business,Female,Divorced,0,1,Manager,0
50,3,3,6,1,32639,1,3,8,Self Enquiry,1,Small Business,Male,Married,0,0,AVP,0
27,3,4,3,2,21046,3,5,13,Self Enquiry,1,Salaried,Female,Married,0,1,Executive,0
52,3,3,4,2,24810,3,5,14,Self Enquiry,1,Small Business,Male,Divorced,0,1,Manager,0
30,2,3,2,1,22661,2,5,16,Self Enquiry,1,Salaried,Male,Unmarried,0,1,Executive,0
32,2,3,2,0,17795,5,3,31,Self Enquiry,1,Salaried,Male,Single,1,0,Executive,1
45,3,3,4,2,25143,3,4,17,Self Enquiry,1,Salaried,Male,Divorced,1,1,Manager,0
27,2,4,2,1,17478,3,3,11,Self Enquiry,1,Salaried,Female,Single,1,0,Executive,0
30,4,5,3,2,22463,1,5,35,Self Enquiry,1,Small Business,Female,Unmarried,0,0,Executive,0
27,4,3,3,1,21620,4,4,32,Self Enquiry,2,Salaried,Female,Divorced,0,1,Executive,0
46,2,4,6,1,34081,3,3,21,Self Enquiry,1,Salaried,Male,Divorced,0,1,VP,0
18,3,3,2,1,16569,5,3,9,Company Invited,3,Small Business,Female,Single,1,0,Executive,1
35,4,3,5,1,21446,5,5,9,Self Enquiry,1,Salaried,Male,Married,0,1,Executive,0
31,4,3,3,3,21291,3,6,30,Company Invited,1,Salaried,Male,Married,0,1,Executive,0
43,4,4,6,3,23519,1,5,9,Self Enquiry,1,Small Business,Male,Married,0,1,Executive,0
27,2,4,1,0,18058,4,3,23,Self Enquiry,1,Large Business,Male,Divorced,1,1,Executive,0
34,3,3,3,2,21587,5,4,10,Company Invited,1,Salaried,Female,Divorced,1,1,Executive,0
44,3,3,2,0,17936,3,3,16,Self Enquiry,1,Salaried,Male,Single,1,1,Executive,1
27,3,5,2,2,22412,4,3,6,Self Enquiry,1,Salaried,Female,Married,0,0,Senior Manager,0
54,2,5,5,0,34406,4,3,11,Self Enquiry,1,Small Business,Male,Divorced,0,1,VP,0
49,2,4,7,0,28120,4,4,14,Self Enquiry,3,Large Business,Male,Divorced,0,1,AVP,0
41,4,3,3,2,21997,3,4,31,Self Enquiry,1,Large Business,Male,Married,0,1,Manager,0
26,3,4,6,1,20865,4,4,9,Self Enquiry,2,Salaried,Female,Married,0,0,Executive,0
52,3,3,3,1,32099,2,3,6,Self Enquiry,1,Salaried,Male,Divorced,0,1,AVP,0
29,4,5,2,3,24339,5,3,23,Self Enquiry,1,Small Business,Male,Unmarried,0,0,Manager,0
30,2,3,1,1,21347,3,3,15,Self Enquiry,2,Salaried,Male,Divorced,1,1,Manager,0
36,3,3,1,2,21586,5,3,20,Self Enquiry,1,Salaried,Male,Divorced,1,1,Manager,0
35,3,4,1,1,26996,5,2,28,Self Enquiry,1,Salaried,Female,Married,0,1,Senior Manager,0
26,2,3,2,0,17875,1,3,10,Self Enquiry,1,Salaried,Male,Single,1,0,Executive,0
25,3,3,2,1,23677,4,4,10,Self Enquiry,3,Salaried,Female,Married,0,0,Manager,0
30,4,5,8,3,21040,3,5,7,Self Enquiry,1,Large Business,Male,Single,0,0,Executive,1
31,4,3,3,2,23305,5,4,10,Company Invited,3,Small Business,Female,Unmarried,1,1,Executive,1
42,2,3,3,0,30992,3,3,29,Self Enquiry,1,Salaried,Female,Single,0,0,AVP,0
38,3,3,3,1,28112,2,4,10,Self Enquiry,1,Salaried,Male,Divorced,0,1,Senior Manager,0
34,4,3,2,2,23556,1,4,22,Self Enquiry,1,Small Business,Female,Married,1,1,Manager,0
36,2,5,5,1,22692,4,4,30,Self Enquiry,1,Small Business,Female,Married,1,0,Executive,0
34,3,3,1,0,20304,1,1,25,Company Invited,3,Small Business,Male,Single,1,0,Manager,1
51,3,4,2,2,22553,1,4,15,Self Enquiry,3,Small Business,Male,Married,0,0,Executive,0
31,3,3,2,2,23305,4,5,13,Self Enquiry,1,Large Business,Female,Divorced,0,1,Manager,0
23,3,3,1,2,17272,4,3,26,Self Enquiry,1,Salaried,Male,Single,0,1,Manager,0
52,3,3,2,2,34068,2,4,8,Company Invited,3,Salaried,Male,Single,1,1,VP,0
30,2,3,1,0,17285,4,3,10,Company Invited,1,Large Business,Male,Single,1,1,Executive,1
29,4,5,3,1,27400,2,5,31,Company Invited,1,Large Business,Male,Unmarried,0,0,Senior Manager,1
37,2,3,2,1,24525,1,5,6,Company Invited,3,Small Business,Male,Married,0,0,Manager,0
35,3,4,8,2,23183,3,5,13,Self Enquiry,1,Salaried,Female,Married,0,0,Manager,0
30,3,3,3,2,20835,3,4,27,Company Invited,3,Large Business,Female,Divorced,0,0,Executive,0
36,2,4,5,1,17143,3,3,19,Self Enquiry,2,Salaried,Male,Married,0,1,Executive,0
30,3,3,3,1,27531,3,4,9,Company Invited,1,Salaried,Male,Married,0,0,Manager,0
41,3,5,5,0,32181,2,4,16,Company Invited,1,Salaried,Male,Married,0,1,AVP,0
43,2,5,1,0,25820,4,3,33,Company Invited,1,Salaried,Female,Divorced,0,0,Senior Manager,0
25,2,5,5,0,16118,5,3,9,Self Enquiry,1,Salaried,Male,Married,0,1,Executive,1
33,2,3,2,1,17909,5,3,9,Company Invited,1,Salaried,Female,Divorced,1,1,Executive,0
30,3,4,2,1,20209,3,4,10,Self Enquiry,3,Small Business,Female,Married,1,1,Manager,0
28,3,4,2,2,16052,5,3,16,Self Enquiry,3,Small Business,Male,Married,0,0,Executive,0
23,3,5,2,2,16601,3,1,12,Self Enquiry,1,Salaried,Male,Divorced,1,1,Executive,1
59,2,5,5,1,17670,2,2,9,Self Enquiry,1,Small Business,Female,Divorced,1,1,Executive,0
43,3,3,2,0,31959,1,3,32,Company Invited,3,Salaried,Male,Married,1,1,AVP,0
50,2,5,6,0,28269,3,4,23,Self Enquiry,1,Salaried,Female,Married,0,1,Senior Manager,0
27,4,5,2,1,23647,3,6,36,Company Invited,3,Small Business,Male,Unmarried,0,0,Manager,1
53,2,3,4,0,32584,5,3,9,Self Enquiry,1,Small Business,Male,Divorced,1,0,AVP,0
28,2,3,2,0,21834,1,4,6,Company Invited,3,Salaried,Male,Married,1,0,Manager,0
51,4,3,6,1,21058,5,4,16,Self Enquiry,1,Salaried,Male,Divorced,0,1,Executive,0
35,3,4,1,2,23020,2,3,22,Self Enquiry,3,Small Business,Male,Divorced,0,1,Senior Manager,0
35,3,3,3,1,23402,4,2,17,Company Invited,1,Salaried,Male,Married,0,1,Manager,0
28,3,3,2,2,25178,1,2,9,Self Enquiry,3,Small Business,Fe Male,Unmarried,0,0,Manager,0
31,2,3,2,1,17911,3,3,32,Self Enquiry,1,Salaried,Male,Married,0,1,Executive,0
39,3,3,5,2,31884,1,6,17,Self Enquiry,1,Small Business,Female,Married,0,1,Senior Manager,0
34,4,3,3,1,21589,1,5,12,Self Enquiry,1,Salaried,Female,Married,0,0,Executive,0
41,3,5,6,2,22055,4,4,9,Self Enquiry,1,Salaried,Female,Married,0,1,Executive,0
51,3,3,3,2,33089,1,6,29,Company Invited,1,Small Business,Male,Single,1,1,AVP,0
30,4,5,8,2,21082,5,5,17,Self Enquiry,1,Salaried,Female,Single,1,1,Executive,1
38,3,3,2,2,24409,3,5,32,Self Enquiry,1,Small Business,Female,Married,0,0,Manager,0
24,2,3,1,1,17400,4,3,30,Company Invited,3,Small Business,Male,Married,0,1,Executive,0
47,3,3,5,1,21397,4,1,33,Company Invited,3,Salaried,Female,Unmarried,1,0,Manager,1
22,4,3,3,3,21371,3,4,25,Self Enquiry,1,Salaried,Female,Unmarried,0,1,Executive,1
43,3,5,3,2,26084,2,4,31,Self Enquiry,1,Small Business,Male,Divorced,1,1,Senior Manager,0
45,3,3,3,2,23219,5,4,36,Self Enquiry,1,Salaried,Male,Unmarried,0,1,Manager,0
36,3,3,2,1,21338,5,4,18,Self Enquiry,1,Small Business,Male,Married,1,0,Executive,0
38,3,3,3,2,21004,1,4,16,Company Invited,1,Small Business,Male,Married,1,0,Executive,0
47,4,4,2,2,23699,5,4,12,Self Enquiry,2,Small Business,Male,Married,1,0,Manager,0
38,3,3,4,2,26106,3,4,10,Self Enquiry,3,Salaried,Male,Unmarried,0,0,Senior Manager,0
35,3,3,3,2,21257,5,4,21,Self Enquiry,3,Large Business,Female,Married,1,1,Executive,0
56,3,3,4,2,33434,3,4,15,Self Enquiry,1,Small Business,Female,Married,1,0,AVP,0
54,2,3,7,1,25686,5,4,8,Self Enquiry,3,Salaried,Female,Married,0,1,Senior Manager,0
45,3,3,1,2,31792,4,4,8,Company Invited,1,Small Business,Male,Married,0,1,AVP,0
27,3,3,3,1,21553,1,4,11,Self Enquiry,1,Salaried,Male,Unmarried,1,0,Executive,0
43,2,3,5,0,31627,3,4,12,Self Enquiry,1,Salaried,Male,Married,1,1,AVP,0
38,4,5,3,2,21712,4,4,21,Self Enquiry,1,Salaried,Female,Married,0,1,Executive,0
45,3,4,2,1,24611,2,4,11,Self Enquiry,1,Small Business,Male,Unmarried,0,1,Manager,0
34,2,4,2,1,22980,4,4,14,Company Invited,3,Salaried,Female,Divorced,0,1,Manager,0
41,3,3,7,1,25055,3,2,9,Self Enquiry,1,Small Business,Female,Married,0,1,Manager,0
30,2,5,1,0,24957,4,3,26,Self Enquiry,1,Salaried,Male,Divorced,0,1,Manager,0
34,4,3,3,1,21364,3,4,7,Self Enquiry,1,Salaried,Male,Unmarried,1,1,Executive,1
50,2,3,1,1,32046,5,4,35,Self Enquiry,1,Salaried,Male,Married,0,1,AVP,0
39,2,3,5,0,20902,5,4,10,Self Enquiry,3,Salaried,Female,Divorced,0,1,Manager,0
44,4,3,6,1,23200,2,4,15,Self Enquiry,1,Salaried,Female,Married,1,0,Manager,0
31,3,3,3,2,22169,5,4,14,Self Enquiry,1,Salaried,Male,Married,0,1,Manager,0
34,2,5,3,0,17960,4,3,12,Self Enquiry,1,Small Business,Male,Single,0,0,Executive,1
36,4,4,3,1,25973,4,4,7,Self Enquiry,3,Small Business,Male,Married,0,0,Senior Manager,0
44,2,3,4,1,18161,5,3,30,Company Invited,1,Salaried,Male,Married,1,0,Executive,1
55,3,3,4,1,25239,2,3,6,Self Enquiry,3,Salaried,Male,Divorced,0,0,Senior Manager,0
30,4,3,3,1,21320,4,4,17,Self Enquiry,3,Salaried,Male,Unmarried,0,1,Executive,0
33,3,3,5,2,21716,2,4,13,Self Enquiry,1,Salaried,Male,Unmarried,0,0,Executive,0
39,3,4,5,1,30739,3,5,32,Self Enquiry,1,Salaried,Female,Divorced,0,1,Senior Manager,0
27,3,3,2,1,17318,2,3,10,Self Enquiry,1,Salaried,Female,Single,0,1,Executive,0
43,4,3,3,2,22351,4,4,16,Company Invited,1,Small Business,Female,Unmarried,0,1,Executive,0
51,2,3,3,1,21132,3,4,13,Self Enquiry,1,Small Business,Male,Divorced,0,1,Manager,0
33,4,3,2,1,22408,5,5,7,Self Enquiry,1,Salaried,Male,Unmarried,1,1,Executive,1
22,3,3,1,0,17523,5,3,8,Self Enquiry,1,Large Business,Male,Married,0,1,Executive,0
28,5,4,3,2,20957,3,4,16,Self Enquiry,1,Small Business,Female,Single,0,0,Executive,0
37,4,4,3,2,25177,4,5,18,Company Invited,1,Salaried,Male,Unmarried,0,1,Manager,0
54,3,3,4,2,20984,5,4,13,Self Enquiry,3,Small Business,Male,Married,1,0,Manager,0
39,4,3,4,2,23999,4,5,13,Company Invited,1,Salaried,Male,Married,0,1,Manager,0
37,2,4,6,1,20766,4,4,10,Company Invited,1,Small Business,Male,Single,0,1,Executive,0
45,3,3,2,1,17274,3,4,8,Self Enquiry,1,Salaried,Female,Single,0,1,Executive,0
36,3,5,1,1,17342,1,4,14,Self Enquiry,2,Salaried,Male,Married,0,0,Executive,0
34,3,3,2,1,25782,1,4,15,Self Enquiry,3,Small Business,Male,Married,0,0,Manager,0
40,4,4,2,1,25460,1,4,16,Company Invited,1,Salaried,Male,Unmarried,0,1,Manager,0
41,4,3,2,2,23554,5,5,16,Company Invited,1,Salaried,Male,Married,0,0,Manager,0
35,3,3,3,1,24425,1,5,29,Company Invited,1,Salaried,Male,Married,1,1,Manager,0
47,4,5,2,3,23293,1,5,15,Self Enquiry,1,Salaried,Female,Married,1,1,Manager,0
44,3,5,1,0,25482,4,4,6,Self Enquiry,2,Small Business,Male,Married,0,1,Senior Manager,1
43,3,3,8,2,21437,3,3,26,Company Invited,1,Small Business,Male,Married,1,1,Executive,1
25,4,3,2,2,23255,1,4,10,Self Enquiry,3,Salaried,Female,Unmarried,0,1,Manager,1
49,3,4,4,1,31413,4,3,28,Self Enquiry,1,Salaried,Female,Married,0,0,AVP,0
36,2,3,2,1,21201,3,3,6,Self Enquiry,3,Salaried,Male,Married,1,1,Manager,0
29,2,5,5,1,17335,5,4,19,Self Enquiry,2,Salaried,Male,Married,1,1,Executive,1
27,2,3,1,1,17379,1,3,11,Company Invited,1,Salaried,Female,Single,1,1,Executive,0
23,2,3,3,0,17073,1,1,16,Self Enquiry,1,Large Business,Male,Married,0,1,Executive,0
52,2,3,1,0,18212,3,4,8,Self Enquiry,1,Salaried,Female,Single,0,1,Executive,0
35,3,4,6,2,23168,5,5,18,Company Invited,2,Salaried,Male,Divorced,0,0,Manager,0
33,4,3,3,1,24162,3,5,14,Self Enquiry,3,Salaried,Male,Married,0,1,Manager,0
61,3,3,2,1,23898,5,2,14,Self Enquiry,3,Small Business,Male,Married,1,0,Manager,0
33,3,3,5,2,31184,2,2,6,Self Enquiry,1,Small Business,Female,Married,0,0,AVP,0
30,3,3,3,1,26596,3,4,7,Company Invited,3,Small Business,Female,Divorced,0,1,Senior Manager,0
39,2,3,4,1,17086,2,3,11,Self Enquiry,3,Large Business,Male,Divorced,0,0,Manager,1
33,3,5,6,0,20324,3,3,22,Self Enquiry,3,Small Business,Female,Single,0,1,Manager,1
29,3,3,7,0,17532,5,4,13,Self Enquiry,1,Small Business,Female,Married,0,1,Executive,0
55,2,4,2,1,28577,3,4,14,Company Invited,1,Small Business,Male,Married,1,1,AVP,0
45,2,5,3,1,24724,3,3,13,Self Enquiry,1,Salaried,Male,Married,0,1,Senior Manager,0
45,3,3,2,0,20593,3,4,15,Company Invited,3,Salaried,Female,Divorced,0,0,Manager,0
21,2,4,2,1,17716,5,2,18,Self Enquiry,3,Salaried,Female,Single,0,0,Executive,1
41,3,4,4,2,27772,5,5,32,Self Enquiry,3,Small Business,Male,Unmarried,1,0,Senior Manager,1
35,4,3,2,1,25216,1,4,11,Company Invited,3,Small Business,Female,Married,0,0,Manager,0
40,3,3,1,1,25855,1,4,10,Self Enquiry,3,Small Business,Male,Married,0,1,Senior Manager,0
47,4,3,4,1,27749,1,5,17,Self Enquiry,3,Small Business,Female,Married,1,0,Senior Manager,0
40,3,3,5,1,25322,3,3,26,Self Enquiry,1,Large Business,Male,Divorced,0,1,Senior Manager,0
36,4,4,3,3,25973,4,4,7,Self Enquiry,3,Small Business,Male,Divorced,0,1,Senior Manager,0
28,2,3,2,0,17713,1,3,27,Self Enquiry,1,Small Business,Male,Married,0,0,Executive,0
29,3,5,2,1,27141,1,4,12,Self Enquiry,3,Small Business,Male,Unmarried,0,1,Manager,0
45,3,3,1,0,20906,4,4,31,Self Enquiry,1,Salaried,Female,Married,0,0,Manager,0
26,2,3,2,1,17886,3,3,29,Self Enquiry,1,Salaried,Female,Married,0,1,Executive,0
37,2,3,2,1,20993,5,4,6,Self Enquiry,1,Salaried,Male,Married,0,1,Manager,0
50,3,5,6,2,23467,3,5,10,Self Enquiry,1,Small Business,Female,Divorced,0,1,Manager,0
50,3,3,5,0,24208,5,3,18,Company Invited,3,Small Business,Fe Male,Unmarried,0,0,Senior Manager,0
48,3,5,4,2,23638,2,4,21,Self Enquiry,3,Small Business,Male,Unmarried,0,0,Manager,0
28,2,3,2,0,17144,3,3,22,Company Invited,1,Small Business,Male,Single,0,0,Executive,0
43,4,3,4,3,23234,3,4,36,Company Invited,1,Salaried,Female,Married,0,1,Manager,0
31,4,4,3,3,21154,3,4,9,Self Enquiry,3,Large Business,Male,Divorced,0,1,Executive,0
31,3,5,1,2,24936,1,3,11,Company Invited,1,Small Business,Male,Unmarried,0,0,Manager,0
38,3,3,4,2,25372,4,5,17,Self Enquiry,3,Salaried,Female,Married,1,1,Manager,0
30,4,3,3,3,30613,2,5,10,Self Enquiry,1,Small Business,Male,Divorced,0,1,Senior Manager,0
47,3,3,6,2,28774,3,4,16,Self Enquiry,3,Small Business,Male,Married,0,0,Senior Manager,1
28,3,5,2,1,18196,3,4,25,Self Enquiry,1,Small Business,Male,Married,0,1,Executive,0
26,2,5,7,0,17042,5,3,8,Company Invited,1,Salaried,Male,Married,1,0,Executive,1
40,3,3,2,1,21323,3,3,17,Company Invited,1,Large Business,Female,Married,0,1,Manager,0
36,2,5,5,1,22692,4,4,30,Self Enquiry,1,Small Business,Female,Divorced,1,1,Executive,0
56,4,3,2,1,21340,5,5,9,Self Enquiry,1,Large Business,Male,Married,0,0,Executive,0
41,3,3,8,1,23772,5,5,23,Company Invited,1,Small Business,Male,Unmarried,0,0,Manager,0
33,2,4,4,1,17277,5,3,9,Self Enquiry,2,Salaried,Male,Married,1,0,Executive,0
31,3,3,2,1,25255,2,4,19,Self Enquiry,3,Large Business,Fe Male,Unmarried,0,1,Manager,0
46,3,3,6,1,23155,3,4,14,Self Enquiry,1,Small Business,Female,Divorced,1,1,Executive,0
36,4,4,3,3,27284,1,5,23,Self Enquiry,1,Salaried,Fe Male,Unmarried,0,1,Senior Manager,0
29,2,4,2,0,23268,5,4,16,Self Enquiry,3,Small Business,Female,Married,1,1,Manager,0
31,3,4,2,1,21100,3,4,12,Company Invited,1,Small Business,Female,Single,0,0,Executive,1
41,4,3,8,2,22126,5,5,9,Self Enquiry,1,Small Business,Female,Married,0,1,Manager,0
45,2,4,2,0,17177,4,3,30,Self Enquiry,2,Small Business,Male,Single,0,0,Executive,0
29,3,4,6,2,17546,3,4,31,Self Enquiry,1,Large Business,Female,Married,0,1,Executive,1
36,4,3,3,1,24367,3,4,25,Company Invited,1,Salaried,Male,Married,1,1,Manager,0
31,4,3,3,1,21291,3,6,30,Company Invited,1,Salaried,Male,Married,0,0,Executive,0
32,3,4,2,0,21220,3,3,6,Self Enquiry,1,Salaried,Male,Divorced,0,0,Manager,0
28,3,3,3,2,31486,3,5,12,Self Enquiry,1,Large Business,Male,Married,1,1,Senior Manager,0
35,2,4,3,0,25274,4,4,8,Self Enquiry,1,Salaried,Male,Married,0,1,Senior Manager,0
37,2,3,3,0,22428,3,3,9,Self Enquiry,3,Salaried,Male,Unmarried,0,0,Senior Manager,0
42,2,5,1,1,28758,5,3,18,Company Invited,3,Salaried,Male,Single,1,1,AVP,1
32,2,3,2,0,21209,4,3,9,Company Invited,1,Salaried,Female,Single,0,1,Executive,1
23,2,3,2,1,17904,2,3,32,Self Enquiry,1,Salaried,Male,Married,0,1,Executive,0
45,3,3,4,0,17270,5,3,6,Self Enquiry,1,Small Business,Female,Married,0,1,Executive,0
36,3,4,2,2,23466,1,5,23,Self Enquiry,1,Salaried,Female,Married,1,1,Manager,0
41,2,3,1,1,21230,2,3,16,Company Invited,3,Salaried,Male,Single,0,0,Manager,0
28,2,5,1,0,20208,4,5,33,Self Enquiry,1,Small Business,Female,Married,0,1,Manager,0
37,3,5,2,1,22085,2,5,16,Self Enquiry,3,Salaried,Male,Unmarried,0,0,Manager,1
35,4,4,3,1,23003,5,4,7,Self Enquiry,1,Small Business,Male,Divorced,0,0,Manager,0
44,2,3,3,1,26188,1,4,18,Self Enquiry,1,Salaried,Male,Married,0,1,Senior Manager,0
34,3,4,3,2,22998,1,5,32,Self Enquiry,1,Salaried,Male,Unmarried,0,0,Manager,0
40,2,4,4,1,17387,1,3,6,Self Enquiry,1,Salaried,Male,Divorced,0,1,Executive,0
26,3,5,3,2,22678,5,3,12,Company Invited,1,Salaried,Male,Married,0,1,Manager,0
25,4,4,3,1,21880,4,4,7,Self Enquiry,3,Large Business,Female,Unmarried,1,0,Executive,1
44,3,5,6,0,20454,2,3,6,Self Enquiry,3,Small Business,Female,Married,1,0,Manager,0
38,3,3,3,2,20793,2,4,7,Self Enquiry,1,Salaried,Female,Single,0,1,Executive,0
29,2,3,2,0,17340,3,3,21,Self Enquiry,1,Salaried,Male,Single,0,0,Executive,0
39,2,3,2,0,34197,3,3,6,Company Invited,1,Salaried,Male,Married,1,0,VP,0
35,3,3,3,1,22493,3,4,17,Company Invited,1,Small Business,Male,Married,1,1,Executive,0
56,4,4,5,3,25063,5,4,25,Company Invited,1,Small Business,Male,Divorced,1,1,Manager,0
56,2,3,5,0,22260,2,5,13,Self Enquiry,1,Salaried,Male,Unmarried,0,0,Senior Manager,0
55,3,3,5,2,23547,4,4,27,Company Invited,1,Salaried,Fe Male,Unmarried,0,0,Manager,0
46,3,3,2,2,33789,5,3,28,Self Enquiry,1,Small Business,Male,Married,1,1,Manager,1
26,4,5,5,1,23078,1,5,16,Self Enquiry,3,Salaried,Male,Divorced,0,1,Executive,1
